trial_nr,protocol,article_id,title,web_url,protocol_published_original_column,study_type_pilot,pooled_analysis,post_hoc_secondary_analysis,discipline,continent,sample_size,cci_mismatch_analysis,cd_cci_reported_in_results,cci_modification,specification_of_modification,primary_outcome_significant,statistically_significant_difference_for_cci,between_group_difference_of_cci_12,between_group_difference_of_cci,mean_or_median_used,significance_considered,conclusion_of_authors,protocol_published,study_must_be_excluded,exclusion_reason,comments,comments_2,doi,publication_year,cci_ep,cci_1st_ep,cci_2nd_ep,cci_expl_ep,ss_calculation,cci_used_for_ss_calculation,specification_of_ss_calculation,study_type_mentioned,type_of_study_sup_non_inf,non_inf_margin,definition_of_non_inf_margin
 NCT03963427,Publication,11441,"Early complications in delayed breast reconstruction: A prospective, randomized study comparing different reconstructive methods in radiated and non-radiated patients
","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85089449670&doi=10.1016%2fj.ejso.2020.07.010&partnerID=40&md5=d8f9e082dbeddb773b3da4b05798c5bb
",NA,Not pilot study,No,No,Other disciplines with invasive procedures,Europe,150,NA,Yes,No,na,No,No,No,4.6,Median,NA,NA,"No protocol,registry",No,NA,CCI is not the primary EP of this study,NA,10.1016/j.ejso.2020.07.010,2020,CCI non-primary endpoint,No,Yes,No,Yes,No,The sample size was calculated according to the power calculation described by the Go Breast Prospective study protocol (ClinicalTrials.Gov identifier: NCT03963427) and based on aesthetic outcomes.,No,Not mentioned,NA,NA
 ISRCTN33682933,Publication,11525,"Immediate versus postponed intervention for infected necrotizing pancreatitis
","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85116889505&doi=10.1056%2fNEJMoa2100826&partnerID=40&md5=ea59e6ce9fef86509a7a0ee93bfed966
",NA,Not pilot study,No,No,Abdominal Surgery,Europe,104,NA,Yes,No,na,No,No,No,1,Mean,NA,Neutral,Protocol published,No,NA,NA,NA,10.1056/NEJMoa2100826,2021,CCI primary endpoint,Yes,No,No,Yes,Yes,"A difference of 10 points on the Comprehensive Complication Index reflects a one-grade difference in the Clavien–Dindo classification, an association based on a previous validation study that assessed the Comprehensive Complication Index as an end point in randomized trials.20 Because infected necrotizing pancreatitis is a heterogeneous disease associated with substantial morbidity, we calculated the sample size by hypothesizing a clinically relevant 15-point reduction in the Comprehensive Complication Index from a mean (±SD) of 40±27 (on the basis of the number of complications observed in previous randomized trials conducted by the Dutch Pancreatitis Study Group) to 25.22,23 Assuming a two-sided alpha level of 5%, a power of 80%, and a 2% loss to follow-up, we calculated the total sample size to be 104 patients.",Yes,Superiority trial (explicited),NA,NA
NCT02667860,Publication,11623,"Randomized clinical trial of intracorporeal versus extracorporeal anastomosis in laparoscopic right colectomy (IEA trial)
","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85077028798&doi=10.1002%2fbjs.11389&partnerID=40&md5=6c7ad98ac973f8879597b44aa28d7d7c
",NA,Not pilot study,No,No,Abdominal Surgery,Europe,140,NA,NA,No,1,No,Yes,No,5.9,Mean,NA,NA,"No protocol,registry",No,NA,NA,NA,10.1002/bjs.11389,2020,CCI non-primary endpoint,No,Yes,No,Yes,No,"Calculation of the sample size was based on the primary outcome: the historical duration of hospital stay at the authors' centre (mean(s.d.) 6·7(3·8) days) and the mean in articles published before 201518-20, 28-34. It was assumed that the variation would be approximately 3 days (s.d.) as this value would give a coefficient of variation between 50 and 100 per cent. It was also estimated that the difference in length of stay between the two study arms would be a minimum of 1·5 days, and that the losses to follow-up would not exceed 10 per cent. The value for a type I error was specified at 5 per cent (α = 0·05), bilateral approximation, with a minimum power of 80 per cent (0·20 probability of type II error). The number of patients needed to be included in this trial was calculated as 140.",No,Not mentioned,NA,NA
NTR4032,Publication,11811,"Effects of Community-based Exercise Prehabilitation for Patients Scheduled for Colorectal Surgery With High Risk for Postoperative Complications: Results of a Randomized Clinical Trial
","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85123182495&doi=10.1097%2fSLA.0000000000004702&partnerID=40&md5=9b3468448ff5224e6217a0c05ebec8f8
",NA,Not pilot study,No,No,Abdominal Surgery,Europe,57,NA,NA,No,na,Yes,No,No,1.1,Mean,NA,NA,Protocol published,No,NA,NA,NA,10.1097/SLA.0000000000004702,2022,CCI non-primary endpoint,No,Yes,No,Yes,No,"On the basis of morbidity rates in colorectal patients reported in the Dutch ColoRectal Audit (30%)2 and the literature (21% in nonfrail patients, 40% in prefrail patients, and 58% in frail patients),28 we hypothesized that the complication rate in high-risk patients (VO2 at the VAT <11 mL/kg/min) undergoing colorectal surgery without prehabilitation would be around 50%, and after prehabilitation about 20%. To detect a statistically significant difference between groups, we calculated that 43 patients in each group would be required (α of 0.0492, due to 1 interim analysis, ß of 80%, taking a 10% drop out rate into account). Our interim analysis (date July 11, 2017), with a stopping rule according to O’Brien-Fleming that aimed to test if the study should be stopped due to superiority or futility,29 showed a significantly lower incidence of complications (33% vs 73%; P = 0.0096) in patients in the prehabilitation group (n = 21) than in patients in the usual care group (n = 22). These data were used to recalculate our sample size, with explicit permission from the Medical Ethics Committee. Now, 27 patients in each group were required to detect statistically significant differences between groups (α of 0.0492, ß of 80%, taking a 10% dropout rate into account).",No,Not mentioned,NA,NA
NCT01452256,Publication,11917,"Which anesthesia regimen is best to reduce morbidity and mortality in lung surgery?
","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84969612661&doi=10.1097%2fALN.0000000000001164&partnerID=40&md5=fa3ce15402281d5f699491a20cc42cd0
",NA,Not pilot study,No,No,Other disciplines with invasive procedures,Europe,460,NA,NA,No,na,No,No,No,3.4,Median,NA,NA,"No protocol,registry",No,NA,NA,NA,10.1097/ALN.0000000000001164,2016,CCI non-primary endpoint,No,Yes,No,Yes,No,"In a previous trial that compared sevoflurane and propofol in patients undergoing liver surgery, we observed that anesthesia with sevoflurane decreased the risk of any major complica- tions by more than 50%.3 Based on these data, and assuming that 20% of patients in the propofol group would experience a major complication during hospitalization (primary outcome) and 10% in the desflurane group, we estimated that a sample size of 219 patients in each group would allow showing a rela- tive risk of 2.0 with a power of 80% at a significance level of 5% (two-sided) (minimal sample size of 440) using a chi- square test. Assuming a drop-out rate of 10%, the sample size increased to 486. This sample size was also large enough to detect a hazard ratio (HR) of 2.0 (minimal sample size of 96) or a HR of 1.5 (minimal sample size of 264).",Yes,Superiority trial (explicited),NA,NA
UMIN000017608,Publication,12282,"Drain Placement after Uncomplicated Hepatic Resection Increases Severe Postoperative Complication Rate: A Japanese Multi-institutional Randomized Controlled Trial (ND-trial)
","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85099721389&doi=10.1097%2fSLA.0000000000004051&partnerID=40&md5=7616d9857fc016d1b770d2d3aa9bd9d8
",NA,Not pilot study,No,No,Abdominal Surgery,Asia,405,NA,NA,Yes,CD: JCOG-Clavien-CTCAE v 2.0,Yes,NA,NA,NA,NA,NA,NA,"No protocol,registry",No,NA,NA,NA,10.1097/SLA.0000000000004051,2021,CCI non-primary endpoint,No,Yes,No,Yes,No,"The hypothesis of this study was that the 90-day postoperative complication risk of C-D grade 3 or higher in the ND group would be no more than that in the D group. A noninferiority setting was selected because the omission of drain placement is advantageous in terms of relieving patients from discomfort and a decrease of medical cost. In the sample size calculation, the risk of a C-D grade 3 or higher complication in the D group was assumed to be 8% according to the following facts. The complication rate of C-D grade 3 or higher was approximately 8% in both a previous RCT conducted by the same study group as the present study19 and in 1090 consecutive patients undergoing hepatic resection at the Japanese Cancer Institute Hospital, which was included in the present study group (data not shown). The risk of C-D grade 3 or higher complication in the ND group was assumed as 5%. Under a noninferiority margin of 4%, a 1-sided alpha error of 0.025, and a statistical power of 80%, the sample size was calculated as 195 patients in each group. Assuming a dropout rate of 2.5%, a total of 400 patients were to be allocated in this study.",Yes,Superiority trial (explicited),NA,NA
NCT02502760,Publication,added1,"Effect of Multimodal Prehabilitation vs Postoperative Rehabilitation on 30-Day Postoperative Complications for Frail Patients Undergoing Resection of Colorectal Cancer
A Randomized Clinical Trial",NA,NA,Not pilot study,No,No,Abdominal Surgery,North America,120,NA,Yes,No,na,No,No,No,3.2,Mean,NA,Neutral,Protocol unpublished,No,NA,NA,NA,10.1001/jamasurg.2019.5474,2020,CCI primary endpoint,Yes,No,No,Yes,Yes,"DatawereanalyzedfromJuly25throughAugust21,2019.The sample size requirement for this trial was estimated for an α level of 0.05 and 90% power to detect a 10-point difference intheCCIbetweengroups.Thisdifferenceof10pointsisconsidered clinically relevant because it reflects the differential burden of one grade 1 complication in the Clavien-Dindo classification.35,36 In a previous study,43 the mean(SD)CCIin the participating institutions was 10.45 (15.8). Based on this estimate, a sample of 53 participants per group was considered sufficient for our analysis. We aimed to recruit a total of 120 participants to account for potential preoperative exclusions(eg,surgerynotperformed)andapossibleincreaseindata variance owing to multiple imputation of missing data.",Yes,Superiority trial (explicited),NA,NA
 NCT02243735,Publication,added12,"Ferric carboxymaltose infusion versus oral iron supplementation for preoperative iron deficiency anaemia in patients with colorectal cancer (FIT): a multicentre, open-label, randomised, controlled trial","Ferric carboxymaltose infusion versus oral iron supplementation for preoperative iron deficiency anaemia in patients with colorectal cancer (FIT): a multicentre, open-label, randomised, controlled trial - ScienceDirect",NA,Not pilot study,No,No,Abdominal Surgery,Europe,220,NA,NA,No,na,Yes,No,No,5,Mean,NA,NA,Protocol published,No,NA,NA,NA,10.1016/S2352-3026(22)00402-1,2023,CCI non-primary endpoint,No,Yes,No,Yes,No,"The calculation was based on a previous RCT comparing intravenous and oral iron supplementation in post-partum women with iron deficiency anaemia.14 After 2 weeks of treatment, normalisation of haemoglobin was seen in 55% of the intravenous group and 35% of the oral group. A somewhat lower rate of normalisation of haemoglobin would be expected in patients with colorectal cancer compared with post-partum women, and therefore, the percentage of patients expected to reach normalised haemoglobin (≥7·5 mmol/L [12 g/dL] for women and ≥8 mmol/L [13 g/dL] for men) was 45% in the intravenous iron group and 25% in the oral iron group. On the basis of these proportions, a sample size of 89 patients per group was needed for a χ2 test to achieve 80% power at a two-sided α of 0·05. With an estimated loss to follow-up of 10%, a sample size of 198 was calculated. After the inclusion of 152 patients, the actual loss to follow-up rate for the primary endpoint was 23% (35 of 152). At the beginning of the study, blood samples on the day of admission were not taken from several patients. The number of patients affected appeared to be similar for both groups and was mainly due to logistical issues, such as earlier rescheduling of the resection without notification of the study team. After adjustment, a sample size of 220 patients was recalculated. nQuery Advisor (version 7.0) was used to calculate the sample size.",Yes,Superiority trial (explicited),NA,NA
NCT04070898,Publication,added2,"Multicentre, prospective, randomised controlled non-inferiority trial of bladder catheter management in short-duration, minimally invasive colon surgery (The Vesicalcath I-Study).","https://journals.lww.com/international-journal-of-surgery/abstract/9900/multicentre,_prospective,_randomised_controlled.2808.aspx",NA,Not pilot study,No,No,Abdominal Surgery,Europe,804,NA,Yes,No,na,Yes,No,No,0,Median,NA,NA,Protocol published,No,NA,NA,NA,10.1097/JS9.0000000000002962,2025,CCI non-primary endpoint,No,Yes,No,Yes,No,"Based on prospective studies with similar designs, we estimated a postoperative acute urinary retention (AUR) incidence of approximately 11%. Accordingly, we defined an 8% non-inferiority margin, which was considered clinically acceptable. This led to an expected AUR range of 2% to 19%, aligning with previously reported data from authors such as EriksenError! Bookmark not defined., CoyleError! Bookmark not defined., and Stubbs, 32, . With a one-sided alpha risk of 0.05 and a beta risk of 0.2, the required sample size was calculated as 416 patients (208 per group), accounting for a 10% dropout rate. The non-inferiority margin was set at 8% based on clinical and statistical reasoning. Historical rates of acute urinary retention (AUR) after laparoscopic colectomy range between 3% and 10% in the literature. A margin of 8% was considered clinically acceptable, preserving the majority of the comparator's safety profile while allowing for a feasible sample size. This approach aligns with current methodological recommendations, including those by Taylor et al.33, which emphasize that non-inferiority margins should be justified based on preserved clinical effect, biological plausibility, and real-world clinical acceptability",Yes,Non-inferiority trial (explicited),Yes,a non-inferiority margin of 8%
NCT04729712,Publication,added33,"Postoperative recovery with continuous erector spinae plane block or video-assisted paravertebral block after minimally invasive thoracic surgery: a prospective, randomised controlled trial",NA,NA,Not pilot study,No,No,"ICU,Anesthesiology",Europe,80,NA,NA,No,na,Yes,No,No,2.5,Mean,NA,NA,"No protocol,registry",No,NA,NA,NA,https://www.sciencedirect.com/science/article/pii/S0007091222004470,2023,CCI non-primary endpoint,No,Yes,No,Yes,No,"Our primary outcome was quality of recovery (QoR-15) score at 24 h after surgery. The minimum clinical important difference (MCID) in QoR-15 score after surgery is 824 and the standard deviation (sd) of QoR-15 scores (range, 1–150) is typically 10–16. We considered a difference in the mean QoR-15 scores between groups of 8 to be clinically meaningful. In addition, we chose a sd of 12 to best reflect our study population. Based on these assumptions, for a two-sided test, assuming a type I error (α)=0.05 and type II error (β)=0.2, we calculated that a sample size of 36 participants per group was needed to yield 80% power to detect a statistically significant difference in mean QoR-15 scores. We enrolled 40 participants per group to account for loss to follow-up, withdrawal, or significant missing data.",No,Not mentioned,NA,NA
